"indexes";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
912;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;6;"SSD";256;0;"Nvidia";"windows";2.2;42038.0;141
913;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.0;54292.0;141
914;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.4;26587.0;141
915;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"windows";1.4;46940.0;166
916;"HP";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.5;51149.0;166
917;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.7;85195.0;127
918;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";2.6;71875.0;141
919;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;59669.0;141
920;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"AMD";"windows";2.2;36496.0;100
921;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"AMD";"windows";1.8;69104.0;141
924;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";512;0;"Intel";"windows";1.4;97236.0;166
925;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.0;38889.0;100
926;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.4;87912.0;176
927;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.3;62071.0;141
928;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"windows";2.2;37725.0;100
929;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.0;61219.0;112
930;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"windows";2.2;16464.0;100
931;"HP";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.3;84129.0;176
932;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";1024;0;"Intel";"N/A";1.9;15393.0;100
933;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i7";2.2;16;"SSD";1024;0;"Intel";"windows";1.3;95851.0;276
934;"Toshiba";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.5;58874.0;157
935;"HP";"Netbook";12.5;"small";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.3;88924.0;176
936;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";2.2;29762.0;100
937;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;63883.0;141
939;"Dell";"Gaming";17.3;"large";2560;1440;0;"Intel";"Core i7";2.7;16;"Hybrid";512;1024;"Nvidia";"windows";4.4;146946.0;170
940;"HP";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";"windows";2.8;74539.0;127
941;"Asus";"Notebook";17.3;"large";1600;900;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Nvidia";"windows";2.8;28238.0;106
942;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.2;32980.0;100
943;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.2;59620.0;100
944;"Lenovo";"2 in 1 Convertible";11.3;"small";1920;1080;1;"Intel";"Core M";1.2;8;"SSD";256;0;"Intel";"windows";1.1;69211.0;195
945;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"AMD";"FX 8800P";2.1;16;"Hybrid";512;1024;"AMD";"windows";2.5;53227.0;141
946;"Dell";"Ultrabook";12.5;"small";1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.4;78439.0;176
947;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2.2;36497.0;141
948;"Dell";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.4;35112.0;106
949;"Acer";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.7;18595.0;112
950;"HP";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";8;0;"Nvidia";"windows";2.0;119827.0;141
951;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";1.4;94572.0;157
952;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;77789.0;166
953;"Asus";"2 in 1 Convertible";12.5;"small";1920;1080;0;"Intel";"Core M";1.2;8;"Flash Storage";64;0;"Intel";"other";1.2;61752.0;176
954;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.7;79333.0;157
955;"Dell";"Gaming";17.3;"large";3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";4.4;168045.0;255
956;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"windows";1.2;101179.0;166
957;"HP";"2 in 1 Convertible";11.6;"small";1366;768;1;"Intel";"Pentium Quad";1.1;4;"SSD";256;0;"Intel";"windows";1.5;41292.0;135
958;"Dell";"Ultrabook";13.3;"small";3200;1800;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;67559.0;276
959;"Acer";"2 in 1 Convertible";11.6;"small";1366;768;1;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.3;20726.0;135
960;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.2;81785.0;166
961;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.4;93773.0;176
962;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";"windows";2.4;53760.0;141
963;"Toshiba";"Ultrabook";12.5;"small";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.1;95371.0;176
964;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.0;45102.0;100
965;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.3;24808.0;100
966;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.9;43956.0;100
967;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.0;36497.0;141
968;"Dell";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";256;1024;"Nvidia";"windows";4.4;167779.0;127
969;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Nvidia";"windows";2.4;37030.0;141
970;"Dell";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";"windows";1.2;101179.0;276
971;"Dell";"Ultrabook";14.0;"medium";2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.5;104588.0;210
972;"Dell";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;32;"Hybrid";256;1024;"Nvidia";"windows";4.4;149184.0;127
973;"Toshiba";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.0;62870.0;157
974;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.7;109219.0;127
975;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.7;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;52161.0;141
976;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"Hybrid";508;0;"Intel";"windows";1.7;53387.0;112
977;"Asus";"2 in 1 Convertible";15.6;"medium";3840;2160;1;"Intel";"Core i7";2.7;16;"Hybrid";512;2048;"Nvidia";"windows";2.3;95851.0;282
979;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;93187.0;127
980;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.7;12;"SSD";512;0;"Intel";"windows";2.2;69211.0;141
981;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.2;63670.0;166
982;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A12-Series 9720P";3.6;6;"SSD";256;0;"AMD";"windows";2.2;29251.0;141
983;"Fujitsu";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";"windows";2.3;34579.0;100
984;"Toshiba";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.8;48751.0;112
985;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";"windows";2.3;31915.0;100
986;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.0;42944.0;141
987;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;63350.0;141
988;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";2.4;39907.0;100
989;"Dell";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.6;59620.0;157
990;"HP";"Netbook";12.5;"small";1920;1080;0;"Intel";"Core M";1.2;8;"SSD";512;0;"Intel";"windows";1.0;101658.0;176
991;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i3";2.0;4;"Hybrid";128;1024;"AMD";"windows";2.1;26587.0;141
992;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";"N/A";1.9;14419.0;100
993;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.3;71875.0;141
995;"Asus";"Notebook";13.3;"small";3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.4;61272.0;276
996;"HP";"Ultrabook";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.1;71875.0;166
997;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"windows";2.4;20246.0;100
998;"Asus";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.5;95851.0;141
999;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.5;111302.0;157
1000;"Acer";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;67133.0;141
1001;"HP";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;63350.0;166
1002;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";2.2;29144.0;100
1003;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.6;41505.0;112
1004;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.2;63670.0;166
1005;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.4;4;"SSD";256;0;"Intel";"windows";1.5;58607.0;112
1006;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.0;64202.0;157
1007;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.4;77203.0;157
1008;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.6;55905.0;157
1009;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";1.6;36444.0;112
1010;"Dell";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";1024;0;"Nvidia";"windows";2.7;50563.0;141
1011;"HP";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.3;81998.0;176
1012;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.5;84715.0;157
1013;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.5;100551.0;157
1014;"HP";"Notebook";13.3;"small";1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";1.5;42624.0;118
1015;"Toshiba";"Notebook";13.3;"small";1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.5;64469.0;118
1016;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;4;"SSD";256;0;"Intel";"windows";2.0;41025.0;100
1017;"Lenovo";"Notebook";17.3;"large";3840;2160;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";2.4;158135.0;255
1018;"Toshiba";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.5;79387.0;157
1019;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.4;118761.0;157
1020;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i3";2.3;4;"HDD";1024;0;"Intel";"windows";2.1;42410.0;141
1021;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;84715.0;166
1022;"HP";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;61219.0;166
1023;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";1.6;63160.0;157
1024;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.4;8;"HDD";500;0;"Intel";"windows";2.1;55754.0;141
1025;"HP";"Ultrabook";12.5;"small";1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.3;83064.0;125
1026;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.3;63350.0;112
1027;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.0;56477.0;112
1028;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;86527.0;276
1029;"HP";"Notebook";17.3;"large";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.6;57542.0;127
1030;"HP";"Notebook";14.0;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.6;51841.0;112
1031;"Acer";"Notebook";15.6;"medium";1366;768;0;"AMD";"A9-Series 9420";3.0;6;"HDD";1024;0;"AMD";"windows";2.1;21792.0;100
1032;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;63499.0;127
1033;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.0;63670.0;157
1034;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.8;65481.0;141
1035;"HP";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;71875.0;176
1036;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.0;39534.0;100
1037;"Toshiba";"Ultrabook";14.0;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.5;91908.0;157
1038;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";2.1;56634.0;141
1039;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;53840.0;157
1040;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i7";2.5;4;"SSD";256;0;"Intel";"windows";1.8;45128.0;141
1041;"Vero";"Notebook";14.0;"medium";1366;768;0;"Intel";"Atom X5-Z8350";1.4;2;"Flash Storage";32;0;"Intel";"windows";1.5;11231.0;112
1042;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";256;0;"Nvidia";"windows";2.4;75924.0;141
1043;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.3;55923.0;141
1044;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.5;53280.0;157
1045;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.4;8;"Hybrid";256;500;"Intel";"windows";1.8;112066.0;141
1046;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.4;78268.0;157
1047;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";256;1024;"Nvidia";"windows";3.8;82352.0;127
1048;"Lenovo";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";4.6;122011.0;127
1049;"Asus";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.2;15339.0;135
1050;"Lenovo";"Notebook";14.0;"medium";2560;1440;0;"Intel";"Core i7";2.6;16;"SSD";256;0;"Intel";"windows";1.1;139594.0;210
1051;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";1.9;52161.0;141
1052;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"Intel";"Core i5";2.7;8;"SSD";256;0;"Intel";"windows";2.3;58288.0;141
1053;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.0;52161.0;100
1054;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"Intel";"Core i7";2.7;16;"SSD";1024;0;"Intel";"windows";1.2;120093.0;276
1055;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"windows";2.3;37570.0;100
1056;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"N/A";2.0;26587.0;100
1057;"Acer";"Notebook";15.6;"medium";1366;768;0;"AMD";"A8-Series 7410";2.2;8;"HDD";1024;0;"AMD";"windows";2.4;23923.0;100
1058;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";2.7;12;"SSD";256;0;"Intel";"windows";1.6;69211.0;166
1059;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;96916.0;141
1061;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";"N/A";4.0;53173.0;127
1062;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"windows";2.3;29784.0;141
1063;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.7;16;"HDD";2048;0;"AMD";"windows";2.3;52747.0;141
1064;"MSI";"Gaming";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";1.8;102777.0;141
1065;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;77682.0;166
1066;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;64;"SSD";1024;0;"Nvidia";"windows";3.6;211788.0;127
1067;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.6;42518.0;166
1068;"Dell";"Gaming";15.6;"medium";3840;2160;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";3.2;70809.0;282
1069;"Apple";"Ultrabook";12.0;"small";2304;1440;0;"Intel";"Core M";1.1;8;"Flash Storage";256;0;"Intel";"macos";0.9;69264.0;226
1070;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"windows";2.1;25680.0;100
1071;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.3;63883.0;100
1072;"HP";"Ultrabook";12.5;"small";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.3;63883.0;176
1073;"HP";"Notebook";13.3;"small";1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.5;58075.0;166
1074;"Lenovo";"Ultrabook";12.5;"small";1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;91295.0;176
1075;"Lenovo";"Notebook";17.3;"large";1600;900;0;"Intel";"Core i5";2.3;8;"HDD";1024;0;"AMD";"windows";3.0;35112.0;106
1076;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";"windows";2.3;52055.0;141
1077;"MSI";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.8;133147.0;127
1078;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.1;28771.0;100
1079;"HP";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.3;50083.0;141
1080;"Lenovo";"Ultrabook";12.5;"small";2560;1440;1;"Intel";"Core M";1.2;8;"SSD";512;0;"Intel";"windows";1.0;74539.0;235
1081;"Lenovo";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.7;32;"SSD";512;1024;"Nvidia";"windows";4.6;172627.0;127
1082;"Lenovo";"2 in 1 Convertible";10.1;"small";1920;1200;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";"windows";0.7;34433.0;224
1083;"HP";"Ultrabook";13.3;"small";3840;2160;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.3;109171.0;331
1084;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.2;39960.0;141
1085;"HP";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.5;54931.0;157
1086;"HP";"Workstation";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"AMD";"windows";1.9;79654.0;141
1087;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";180;0;"Intel";"windows";1.7;63883.0;157
1088;"HP";"Notebook";13.3;"small";3200;1800;0;"Intel";"Pentium Dual";1.5;4;"Flash Storage";32;0;"Intel";"other";1.3;32767.0;276
1089;"Acer";"Notebook";15.6;"medium";1366;768;0;"AMD";"A8-Series 7410";2.2;4;"HDD";500;0;"AMD";"windows";2.4;20619.0;100
1090;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"linux";2.2;20965.0;100
1091;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"N/A";1.9;18434.0;100
1092;"Asus";"Gaming";17.3;"large";1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"windows";2.7;85195.0;127
1093;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";"windows";1.4;43602.0;166
1094;"HP";"Netbook";12.5;"small";1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";2.4;85195.0;125
1095;"Acer";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";256;1024;"Nvidia";"windows";2.4;42571.0;141
1096;"Dell";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"windows";2.4;34035.0;141
