"indexes";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
987;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;63350.0
988;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";2.4;39907.0
989;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.6;59620.0
990;"HP";"Netbook";12.5;1920;1080;0;"Intel";"Core M";1.2;8;"SSD";512;0;"Intel";"windows";1.0;101658.0
991;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"Hybrid";128;1024;"AMD";"windows";2.1;26587.0
992;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";"N/A";1.9;14419.0
993;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.3;71875.0
995;"Asus";"Notebook";13.3;3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.4;61272.0
996;"HP";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.1;71875.0
997;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"windows";2.4;20246.0
998;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.5;95851.0
999;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.5;111302.0
1000;"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;67133.0
1001;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;63350.0
1002;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";2.2;29144.0
1003;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.6;41505.0
1004;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.2;63670.0
1005;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.4;4;"SSD";256;0;"Intel";"windows";1.5;58607.0
1006;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.0;64202.0
1007;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.4;77203.0
1008;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.6;55905.0
1009;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";1.6;36444.0
1010;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";1024;0;"Nvidia";"windows";2.7;50563.0
1011;"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";1.3;81998.0
1012;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.5;84715.0
1013;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.5;100551.0
1014;"HP";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";1.5;42624.0
1015;"Toshiba";"Notebook";13.3;1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.5;64469.0
1016;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"SSD";256;0;"Intel";"windows";2.0;41025.0
1017;"Lenovo";"Notebook";17.3;3840;2160;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";2.4;158135.0
1018;"Toshiba";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.5;79387.0
1019;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.4;118761.0
1020;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i3";2.3;4;"HDD";1024;0;"Intel";"windows";2.1;42410.0
1021;"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;84715.0
1022;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;61219.0
1023;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";1.6;63160.0
1024;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"HDD";500;0;"Intel";"windows";2.1;55754.0
1025;"HP";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.3;83064.0
1026;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.3;63350.0
1027;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.0;56477.0
1028;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.3;86527.0
1029;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.6;57542.0
1030;"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.6;51841.0
1031;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;6;"HDD";1024;0;"AMD";"windows";2.1;21792.0
1032;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;63499.0
1033;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.0;63670.0
1034;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.8;65481.0
1035;"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;71875.0
1036;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.0;39534.0
1037;"Toshiba";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.5;91908.0
1038;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";2.1;56634.0
1039;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;53840.0
1040;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.5;4;"SSD";256;0;"Intel";"windows";1.8;45128.0
1041;"Vero";"Notebook";14.0;1366;768;0;"Intel";"Atom X5-Z8350";1.4;2;"Flash Storage";32;0;"Intel";"windows";1.5;11231.0
1042;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";256;0;"Nvidia";"windows";2.4;75924.0
1043;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";2.3;55923.0
1044;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.5;53280.0
1045;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"Hybrid";256;500;"Intel";"windows";1.8;112066.0
1046;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.4;78268.0
1047;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";256;1024;"Nvidia";"windows";3.8;82352.0
1048;"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";4.6;122011.0
1049;"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.2;15339.0
1050;"Lenovo";"Notebook";14.0;2560;1440;0;"Intel";"Core i7";2.6;16;"SSD";256;0;"Intel";"windows";1.1;139594.0
1051;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";1.9;52161.0
1052;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";2.7;8;"SSD";256;0;"Intel";"windows";2.3;58288.0
1053;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.0;52161.0
1054;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";2.7;16;"SSD";1024;0;"Intel";"windows";1.2;120093.0
1055;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"windows";2.3;37570.0
1056;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"N/A";2.0;26587.0
1057;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A8-Series 7410";2.2;8;"HDD";1024;0;"AMD";"windows";2.4;23923.0
1058;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;12;"SSD";256;0;"Intel";"windows";1.6;69211.0
1059;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;96916.0
1061;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";"N/A";4.0;53173.0
1062;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"windows";2.3;29784.0
1063;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"HDD";2048;0;"AMD";"windows";2.3;52747.0
1064;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";1.8;102777.0
1065;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.3;77682.0
1066;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;64;"SSD";1024;0;"Nvidia";"windows";3.6;211788.0
1067;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.6;42518.0
1068;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";3.2;70809.0
1069;"Apple";"Ultrabook";12.0;2304;1440;0;"Intel";"Core M";1.1;8;"Flash Storage";256;0;"Intel";"macos";0.9;69264.0
1070;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"windows";2.1;25680.0
1071;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.3;63883.0
1072;"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.3;63883.0
1073;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.5;58075.0
1074;"Lenovo";"Ultrabook";12.5;1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;91295.0
1075;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.3;8;"HDD";1024;0;"AMD";"windows";3.0;35112.0
1076;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";"windows";2.3;52055.0
1077;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.8;133147.0
1078;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.1;28771.0
1079;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.3;50083.0
1080;"Lenovo";"Ultrabook";12.5;2560;1440;1;"Intel";"Core M";1.2;8;"SSD";512;0;"Intel";"windows";1.0;74539.0
1081;"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"SSD";512;1024;"Nvidia";"windows";4.6;172627.0
1082;"Lenovo";"2 in 1 Convertible";10.1;1920;1200;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";"windows";0.7;34433.0
1083;"HP";"Ultrabook";13.3;3840;2160;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.3;109171.0
1084;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.2;39960.0
1085;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.5;54931.0
1086;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"AMD";"windows";1.9;79654.0
1087;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";180;0;"Intel";"windows";1.7;63883.0
1088;"HP";"Notebook";13.3;3200;1800;0;"Intel";"Pentium Dual";1.5;4;"Flash Storage";32;0;"Intel";"other";1.3;32767.0
1089;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A8-Series 7410";2.2;4;"HDD";500;0;"AMD";"windows";2.4;20619.0
1090;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"linux";2.2;20965.0
1091;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"N/A";1.9;18434.0
1092;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"windows";2.7;85195.0
1093;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"AMD";"windows";1.4;43602.0
1094;"HP";"Netbook";12.5;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";2.4;85195.0
1095;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";256;1024;"Nvidia";"windows";2.4;42571.0
1096;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"windows";2.4;34035.0
1097;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.6;85195.0
1098;"HP";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Intel";"windows";2.0;26640.0
1099;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";4.3;122491.0
1100;"Dell";"Ultrabook";12.5;1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"windows";1.5;60481.0
1101;"Dell";"Ultrabook";12.5;1366;768;0;"Intel";"Core i3";2.3;4;"SSD";128;0;"Intel";"windows";1.5;62176.0
1102;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.5;4;"SSD";16;0;"Intel";"other";2.2;11136.0
1103;"HP";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"AMD";"windows";3.0;154459.0
1104;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.4;63883.0
1105;"Dell";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.5;75290.0
1106;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";2.9;80516.0
1107;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";2.3;4;"SSD";256;0;"Intel";"windows";2.1;46194.0
1108;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A6-Series 9220";2.5;4;"HDD";1024;0;"AMD";"windows";2.1;21205.0
1109;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";2.6;71342.0
1110;"HP";"Notebook";13.3;3200;1800;1;"Intel";"Core M";1.1;8;"SSD";256;0;"Intel";"windows";1.2;90523.0
1111;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"AMD";"windows";2.2;40980.0
1112;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"windows";2.1;22857.0
1113;"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";"windows";1.2;104908.0
1114;"Lenovo";"2 in 1 Convertible";10.1;1920;1200;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";"other";0.7;29251.0
1115;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.4;8;"SSD";256;0;"Intel";"windows";1.2;73473.0
1116;"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;1024;"Nvidia";"windows";4.6;146519.0
1117;"Razer";"Ultrabook";12.5;3840;2160;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;54825.0
1118;"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.1;118601.0
1119;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";"windows";3.5;69929.0
1120;"Vero";"Notebook";13.3;1920;1080;0;"Intel";"Atom X5-Z8350";1.4;4;"Flash Storage";32;0;"Intel";"windows";1.4;10443.0
1121;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;90043.0
1122;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.4;80613.0
1123;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"linux";2.1;27899.0
1124;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.0;23177.0
1125;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.8;88924.0
1126;"Lenovo";"2 in 1 Convertible";10.1;1920;1200;1;"Intel";"Atom x5-Z8550";1.4;4;"Flash Storage";64;0;"Intel";"windows";0.7;25521.0
1127;"HP";"Ultrabook";12.5;1366;768;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.3;100966.0
1128;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"N/A";2.4;52694.0
1129;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.3;8;"Hybrid";128;1024;"Nvidia";"windows";3.4;60153.0
1130;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;8;"HDD";2048;0;"Intel";"windows";2.0;33513.0
1131;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.6;8;"SSD";512;0;"Nvidia";"windows";1.8;109244.0
1132;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;14812.0
1133;"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.8;40067.0
1134;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.2;32820.0
1135;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"Hybrid";1024;0;"AMD";"windows";2.5;58555.0
1136;"HP";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";3.0;210424.0
1137;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"windows";2.5;41772.0
1138;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";256;1024;"Nvidia";"windows";3.8;127819.0
1139;"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.9;115709.0
1140;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";"windows";2.8;130003.0
1141;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.4;60888.0
1142;"HP";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.5;86793.0
1143;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.6;118761.0
1144;"HP";"2 in 1 Convertible";13.3;2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.5;95851.0
1145;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.0;101179.0
1146;"HP";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;122381.0
1147;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.2;53807.0
1148;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.9;84129.0
1149;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.3;124622.0
1150;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"N/A";1.9;18062.0
1151;"HP";"Notebook";15.6;1366;768;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";"windows";1.9;15824.0
1152;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;8;"HDD";1024;0;"AMD";"N/A";2.3;31915.0
1153;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.6;63883.0
1154;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Nvidia";"windows";2.0;119916.0
1155;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A6-Series A6-9220";2.5;4;"SSD";256;0;"AMD";"windows";1.9;25515.0
1156;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.7;79536.0
1157;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;12;"SSD";512;0;"Intel";"windows";1.4;122491.0
1158;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;8;"Hybrid";1024;0;"AMD";"windows";2.5;42011.0
1159;"HP";"2 in 1 Convertible";13.3;2560;1440;1;"Intel";"Core i7";2.6;8;"SSD";512;0;"Intel";"windows";1.5;108744.0
1160;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Intel";"windows";1.7;79867.0
1161;"MSI";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";1.7;94252.0
1162;"HP";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.6;47899.0
1163;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"windows";2.2;24456.0
1164;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"N/A";2.1;25414.0
1165;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.6;79813.0
1166;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;74059.0
1167;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.2;24935.0
1168;"HP";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.4;13267.0
1169;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.2;44702.0
1170;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";2.0;36177.0
1171;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"windows";2.1;61752.0
1172;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.2;19660.0
1173;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"N/A";2.1;21205.0
1174;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"N/A";2.2;37776.0
1175;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";256;0;"Intel";"windows";2.0;40972.0
1176;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;4;"Hybrid";1024;0;"Intel";"windows";2.3;43956.0
1177;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";"windows";3.3;69530.0
1178;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";1.9;114732.0
1179;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"windows";2.1;34632.0
